,field_1,X,Y,green_cove,green_co_1,green_co_2,green_co_3,landuse_majority,elevation_mean,elevation_range,elevation_majority,slope_mean,orientation_mean
2103,2103,3660378.7212,2060219.6468,2515,243089,96.655666004,93.0,121.0,4.1741133117910705,1.1399998664856,4.42000007629395,0.5943774584442231,188.399687242038
2104,2104,3660387.3422,2060319.5684,2509,280355,111.73973695,96.0,121.0,4.46614246930771,0.550000190734863,4.42999982833862,0.32605229549714004,207.93406918827998
2105,2105,3660395.9162,2060418.8273,2500,234055,93.62200000000001,94.0,121.0,4.59017591260785,0.26999998092651395,4.550000190734861,0.10723554868082599,259.805592788417
2106,2106,3660404.482,2060518.0872,2499,236771,94.74629851899999,95.0,121.0,4.62329146131199,0.18999958038330103,4.57000017166138,0.115338918214767,157.088884422107
2107,2107,3660413.0646,2060617.3454,2495,229584,92.017635271,93.0,121.0,4.74881909001413,0.23999977111816398,4.76000022888184,0.17241146754304998,192.90749543156502
2108,2108,3660421.6223,2060716.6063,2495,250419,100.36833667,95.0,121.0,4.6487153543333,0.619999885559082,4.67999982833862,0.31216067496584005,127.972437691028
2109,2109,3660430.1801,2060815.8672,2496,260658,104.43028846,101.0,121.0,4.35635000348091,0.46000003814697293,4.23999977111816,0.391373723931611,129.45865615248698
2110,2110,3660438.7632,2060915.1257,2495,250323,100.32985972,97.0,121.0,4.6247355127214504,0.7800002098083499,4.59000015258789,0.45948773444693497,121.773227446626
2111,2111,3660447.3296,2061014.3859,2496,251332,100.69391026,94.0,121.0,4.94348373269676,1.01999998092651,5.01000022888184,0.5715045867707199,163.717365805069
2112,2112,3660455.9046,2061113.6453,2495,260795,104.52705411,94.0,121.0,5.29103274429475,2.03999996185303,4.980000019073491,1.18632958114842,142.458030782358
2113,2113,3660464.4713,2061212.9057,2513,246635,98.143653004,93.0,121.0,6.64795060687595,1.09000015258789,6.65999984741211,0.617822291223723,179.02459574166699
2114,2114,3660473.1081,2061312.7153,2512,234835,93.485270701,93.0,122.0,6.677234566064531,1.65999984741211,5.84000015258789,1.51397682234277,227.899301189846
2115,2115,3660481.6668,2061411.9767,3742,360916,96.450026724,96.0,122.0,5.89635450544963,0.789999961853027,5.92000007629395,0.40954020274585,205.41467660953
2116,2116,3660773.3184,2064789.1868,22732,2255692,99.22980820000001,98.0,111.0,40.1831703790737,22.189998626709,47.9900016784668,2.6043711749157,138.851128200624
2117,2117,3660781.9069,2064888.4482,2496,244982,98.14983974399999,98.0,111.0,33.691654147958396,4.279998779296879,34.970001220703104,2.15615405892967,151.468049778377
2118,2118,3660790.4789,2064987.7115,2509,249709,99.525308888,98.0,111.0,35.7669153545626,2.43999862670898,36.1599998474121,1.07142844959278,134.672299152583
2119,2119,3660799.0853,2065087.4164,2510,264463,105.36374502,101.0,111.0,37.0366913877887,2.5099983215332,36.720001220703104,1.11130472068433,136.312326012129
2120,2120,3660807.6743,2065186.6781,2494,278012,111.47233359999998,103.0,111.0,38.5486683869482,2.44000244140625,38.3800010681152,1.27327727927035,156.918086488043
2121,2121,3660816.2384,2065285.9424,2496,266110,106.61458333,98.0,111.0,40.9932160880697,3.7099990844726602,40.209999084472706,2.14447801601348,182.10773142138902
2122,2122,3660824.8109,2065385.206,2496,261655,104.82972756,96.0,142.0,44.2009068063885,3.7400016784668,42.9799995422363,2.15634990954579,174.810750884433
2123,2123,3660833.392,2065484.4687,2495,244144,97.85330661299999,95.0,142.0,45.272130320843,8.53999710083008,45.6800003051758,4.23809253190992,245.658941234264
2124,2124,3660841.9565,2065583.7333,2503,248719,99.36835797,96.0,142.0,46.7028571585366,7.229999542236331,48.08000183105471,3.2186474394902795,230.241925072252
2125,2125,3660850.5591,2065683.2166,2502,381679,152.54956035,164.0,142.0,49.94529844635161,4.7999992370605495,50.310001373290994,2.38051710615111,169.76645220097
2126,2126,3660859.1239,2065782.4813,2495,332867,133.41362725,140.0,111.0,53.9847500133514,4.47999954223633,55.130001068115206,2.78813927210867,160.139482822418
2127,2127,3660867.7055,2065881.7444,2499,309257,123.75230092,115.0,111.0,56.6233331015833,5.040000915527339,55.7599983215332,2.28754213721232,160.026083446684
2128,2128,3660876.2895,2065981.1186,2513,318163,126.60684441,132.0,111.0,59.8437283739632,5.75,59.939998626709006,3.0073213065801903,187.93260454287
2129,2129,3660884.8973,2066080.8243,2510,266100,106.01593625,98.0,111.0,61.82995061591121,4.03000259399414,62.720001220703104,2.30881852003755,152.46360652281498
2130,2130,3660893.4877,2066180.0867,2494,267086,107.09141941,101.0,111.0,64.6068340569884,3.5000038146972696,64.629997253418,1.6836447274714899,144.530801475947
2131,2131,3660902.0532,2066279.3518,2499,295290,118.16326531,110.0,112.0,65.7523558767218,2.3400039672851602,65.7099990844727,0.970061303865641,119.34494631392
2132,2132,3660910.6378,2066378.7263,2500,291254,116.5016,113.0,112.0,67.685749797821,5.51000213623047,67.6800003051758,2.36265762060881,140.669320697784
2133,2133,3660919.2285,2066477.9889,2502,285241,114.00519584,107.5,112.0,70.73044884888608,6.43000030517578,69.1399993896484,3.04967285265352,131.56918502389
2134,2134,3660927.8157,2066577.4746,2502,278911,111.47521982,103.0,112.0,75.6831921508485,8.12000274658203,75.05999755859379,4.02903175532372,143.472308246869
2135,2135,3660936.3817,2066676.74,2496,270482,108.36618590000002,101.0,112.0,81.3045227012443,6.850006103515621,80.7200012207031,3.36134252446381,157.764524201053
2136,2136,3660944.9646,2066776.0038,2495,323203,129.54028056,132.0,112.0,85.1897737320943,5.23999786376953,85.36000061035159,2.37092254449375,138.900931602746
2137,2137,3660953.5476,2066875.2676,2496,271769,108.88181090000002,103.0,112.0,88.09145372433771,6.09999847412109,88.1100006103516,2.66951896328675,136.017386147253
2138,2138,3660962.1139999996,2066974.5332,2505,271969,108.57045908,103.0,111.0,92.0726797137012,6.84999847412109,92.1800003051758,3.1338877748171097,128.734975521381
2139,2139,3660970.7209,2067074.1286,2509,267837,106.75049821,100.0,111.0,94.6040098549116,5.90000152587891,94.23999786376949,3.4225183725357096,131.03419589760298
2140,2140,3660979.2983,2067173.5046,2500,282001,112.8004,105.0,111.0,97.70280701295479,4.58000183105469,97.0999984741211,2.45053702861743,164.410284706823
2141,2141,3660987.8902,2067272.7678,2495,265893,106.57034068,102.0,111.0,100.138542731204,3.7400054931640603,99.12000274658199,2.32140974934452,166.597202933613
2142,2142,3660996.4571,2067372.0337,2496,267632,107.22435897,101.0,111.0,105.152275047302,6.970001220703121,103.199996948242,3.75279143840075,164.44160781860398
2143,2143,3661005.0326,2067471.2989,2499,256347,102.57983193,99.0,111.0,109.681503735688,6.34999847412109,109.05999755859399,3.07904989169654,129.831141632004
2144,2144,3661013.6272,2067570.6734,2498,254629,101.93314652,95.0,112.0,112.22432487487801,5.470001220703121,111.76000213623001,3.0652033087611197,133.208613519669
2145,2145,3661022.203,2067669.9387,2496,289176,115.85576923,107.0,112.0,116.407638185587,7.43000030517578,118.360000610352,4.74137475060758,149.512574526533
2146,2146,3661030.7705,2067769.2049,2495,285602,114.46973948,105.0,112.0,120.578992560168,5.65999603271484,118.889999389648,2.66887712118307,145.141875605739
2147,2147,3661039.3466,2067868.4704,2499,284751,113.94597839,103.0,112.0,124.074738195709,7.279998779296879,122.029998779297,3.84227943658234,124.707502445972
2148,2148,3661047.9501,2067967.8443,2513,283978,113.00358138,103.0,112.0,125.16785191665501,11.3600006103516,122.680000305176,5.66489727261626,93.7992115362191
2149,2149,3661056.5606,2068067.5515,2509,284572,113.42048625,100.0,112.0,128.288267569967,10.969993591308599,127.900001525879,7.40527601200755,166.615887160348
2150,2150,3661065.1287,2068166.8180000002,2496,321489,128.80168269,132.0,112.0,134.90037695726602,13.900001525878901,134.789993286133,6.30501796252763,226.11947466979697
2151,2151,3661073.7053,2068266.0838,2495,282225,113.11623246,101.0,112.0,143.848992297271,15.3200073242188,142.490005493164,6.982188128704389,201.14006649757198
2152,2152,3661082.2904,2068365.3487,2496,278552,111.59935897,112.0,112.0,156.40080429920602,14.1200103759766,160.270004272461,7.89365725840755,173.238104317056
2153,2153,3661090.8673,2068464.6146,2495,256509,102.80921844,97.0,112.0,165.340352594102,12.25,163.509994506836,6.10099881662229,154.873637240239
2154,2154,3661099.4359,2068563.8815,2496,283722,113.67067308,104.0,112.0,174.390249085843,25.340011596679698,178.179992675781,16.5981424467968,190.862257209502
2155,2155,3661108.0047,2068663.1484,2495,287041,115.04649299,114.0,112.0,191.73582922393996,51.43000793457029,170.699996948242,25.183318632930998,140.126168159983
2156,2156,3661116.5903,2068762.4136,2503,283918,113.4310827,100.0,112.0,200.407575111389,36.0599975585938,189.910003662109,16.6063975155354,73.12065196514129
2157,2157,3661125.1974,2068861.8993,2502,265034,105.92885691,97.0,112.0,200.194040198576,18.199996948242198,200.050003051758,7.7288586784182,124.275695106335
2158,2158,3661133.7666,2068961.1664,2509,297106,118.41610203,115.0,323.0,214.269826240634,36.350006103515604,205.470001220703,16.175890689748098,176.853181502955
2159,2159,3661142.3869,2069060.8735,2513,317680,126.41464385,127.0,323.0,245.859702837349,52.459991455078104,230.389999389648,22.738867332439604,200.893204226352
2160,2160,3661150.9671,2069160.251,2499,350562,140.28091236,146.0,312.0,283.94419921875,46.7000122070312,275.79998779296903,23.0886675298214,220.69641368866002
2161,2161,3661159.5617,2069259.5157,2495,370811,148.62164329,154.0,312.0,287.407744137566,45.540008544921896,276.57000732421903,23.030139622831697,265.50786034146597
2162,2162,3661168.1315,2069358.7831,2496,372880,149.39102564,153.0,312.0,299.768009522099,42.220001220703104,297.05999755859403,23.687148106188303,219.479914244837
2163,2163,3661176.7097,2069458.0498,2499,361074,144.48739496,149.0,312.0,333.008720914224,45.7000122070312,335.880004882812,23.654738959214395,180.25039206292098
2164,2164,3661185.2821,2069557.4284,2499,373936,149.6342537,151.0,312.0,365.41639923095704,59.089996337890604,345.51998901367205,27.659608254432698,227.000706100464
2165,2165,3661193.869,2069656.6944,2502,354350,141.62669864,147.0,312.0,394.604712812086,62.600006103515604,410.429992675781,26.5602441452388,187.98226004051202
2166,2166,3661202.4773,2069756.1807,2503,359519,143.63523771,146.0,312.0,401.61934897057097,46.639984130859396,398.929992675781,21.7099396313043,83.2836876584772
2167,2167,3661211.0561,2069855.4477,2495,379505,152.10621242,153.0,312.0,402.20780621383597,47.959991455078104,403.369995117188,25.8919276691732,104.962281386454
2168,2168,3661219.6267,2069954.7155,2506,379516,151.44293695,151.0,312.0,405.86417916520895,39.8200073242188,415.329986572266,20.516979146359603,66.3974174526404
2169,2169,3661228.2294,2070054.3141,2506,354246,141.35913807,149.0,312.0,384.18009998197897,53.560028076171896,375.649993896484,23.3362579761895,67.75022058148039
2170,2170,3661236.8253,2070153.5795,2495,358547,143.70621242,150.0,312.0,377.335087673407,42.069976806640604,371.910003662109,22.467777916960802,129.45508136844902
2171,2171,3661245.4046,2070252.8467,2499,358308,143.38055222,148.0,312.0,403.792004654581,33.8699951171875,396.97000122070295,15.9677124489519,135.613780134005
2172,2172,3661253.9865,2070352.2251,2499,367880,147.21088435,151.0,312.0,409.321649627686,42.510009765625,419.549987792969,21.1229881477356,91.9979190826416
2173,2173,3661262.5577,2070451.4934,2496,367115,147.08133013,152.0,312.0,419.874824792296,44.050018310546896,422.95999145507795,21.716321545030603,119.070486001633
2174,2174,3661271.1375,2070550.7608,2495,312138,125.10541082,135.0,312.0,433.150426816701,24.3199768066406,433.670013427734,13.8259803877404,131.203459475957
2175,2175,3661279.7258,2070650.0275,3686,533658,144.779707,152.0,312.0,430.01958644472296,59.079986572265604,443.26998901367205,20.833126523988,90.88434711191161
2176,2176,3661288.3248,2070749.4044,31517,4558174,144.62588444,148.0,311.0,374.587063691623,139.850006103516,415.010009765625,19.1686615200797,213.288942080108
2177,2177,3660375.7934,2059018.7596,21445,2529927,117.97281418,104.0,121.0,4.16185255057259,9.39999961853027,4.2800002098083505,1.13381889786082,202.04570047581402
2178,2178,3660384.3474,2059118.0194,2500,255434,102.1736,94.0,121.0,3.95890000224113,1.33000016212463,3.8199999332427996,0.9444404254946859,129.87147607103
2179,2179,3660392.9267,2059217.2766,2495,222281,89.090581162,88.0,121.0,4.30411029340032,1.15000009536743,4.3600001335144,0.6330393686308411,265.115107237546
2180,2180,3660401.481,2059316.5366,2496,228785,91.660657051,91.0,121.0,3.84025127324627,0.899999856948853,3.72000002861023,0.505944905662207,273.69024722061
2181,2181,3660410.0605,2059415.794,2495,272488,109.21362725,96.0,121.0,3.76728643604259,1.1100001335144,3.4600000381469704,0.610279255214349,151.40821939782302
2182,2182,3660418.6151,2059515.054,2496,242233,97.048477564,95.0,121.0,4.23765744069962,1.54000020027161,3.9600000381469704,0.806422687184901,138.054717402614
2183,2183,3660427.1949,2059614.3116,2495,235265,94.294589178,94.0,121.0,4.57490000367165,1.0700001716613798,5.03000020980835,0.611283251028508,84.3235876083374
2184,2184,3660435.7581,2059713.5709,2496,235304,94.27243589700001,93.0,121.0,4.00325815599963,0.860000133514404,3.72000002861023,0.45505113679364795,68.98686415700129
2185,2185,3660444.3298,2059812.8295,2512,237074,94.376592357,93.0,121.0,3.71923459017718,0.26999998092651395,3.72000002861023,0.082448349148035,134.90019855096702
2186,2186,3660452.9465,2059912.6399,2513,241499,96.099880621,92.0,121.0,3.8409653754517596,1.6399998664856001,3.7100000381469704,0.7875651027500109,133.039436053748
2187,2187,3660461.5268,2060011.8977,2495,233998,93.78677354700001,91.0,121.0,4.09042715007935,1.67000007629395,3.6800000667572004,0.8389674609283629,102.667974165165
2188,2188,3660470.0822,2060111.1582,2499,241285,96.55262104799999,94.0,121.0,3.73732501983643,1.04000020027161,3.4300000667572004,0.763395149363205,128.336708071238
2189,2189,3660478.6735,2060210.5264,2499,231096,92.475390156,93.0,121.0,4.26282500982285,0.559999942779541,4.230000019073491,0.314243034273386,184.65659955740003
2190,2190,3660487.2292,2060309.7871,2496,229169,91.814503205,92.0,121.0,4.4616331550943205,0.659999847412109,4.57000017166138,0.465490013866419,123.038390875929
2191,2191,3660495.81,2060409.0452,2498,231864,92.819855885,93.0,121.0,4.61924996852875,0.339999675750732,4.69000005722046,0.198321407455951,151.954038335434
2192,2192,3660504.3767,2060508.4163,2499,234519,93.845138055,95.0,121.0,4.61691730183766,0.169999599456787,4.61999988555908,0.11656928972754302,214.76330949126898
2193,2193,3660512.9578,2060607.6746,2496,232424,93.11858974399999,94.0,121.0,4.6191228027630595,0.43000030517578103,4.59999990463257,0.18222853152973,148.453570243695
2194,2194,3660521.5224,2060706.9347,2495,255555,102.42685371,95.0,121.0,4.27355002641678,0.9699997901916501,3.92000007629395,0.518007958456874,68.588652305603
2195,2195,3660530.0955,2060806.1940000001,2506,255466,101.94173982,97.0,121.0,4.07266171358118,0.339999914169312,4.01000022888184,0.319810075759517,145.61384184918
2196,2196,3660538.6923,2060905.7848,2506,257987,102.94772546,95.0,121.0,4.1434739529347,0.48000001907348605,4.11999988555908,0.291806592076795,183.28563165783
2197,2197,3660547.2739999997,2061005.0434,2502,261734,104.60991207,94.0,121.0,4.66743141516783,1.01999998092651,4.84999990463257,0.584586306533165,115.313244312493
2198,2198,3660555.8521,2061104.525,2502,254304,101.64028777,93.0,121.0,4.66206467329566,1.7300000190734899,4.67000007629395,0.9075696533962859,107.10896250736
2199,2199,3660564.4341,2061203.7838,2499,246815,98.76550620200001,94.0,121.0,6.248746854022031,2.32999992370605,6.71999979019165,1.06414850013223,167.600454794004
2200,2200,3660573.0018,2061303.1554,2499,236850,94.777911164,94.0,122.0,6.87216080972298,1.3899998664856001,6.619999885559079,1.22490403311673,204.367432771616
2201,2201,3660581.5841,2061402.4143,2495,235269,94.296192385,94.0,122.0,6.02929648801909,1.6900000572204599,5.889999866485599,0.848021638982148,242.388993155521
2202,2202,3660590.1415,2061501.6759,10916,1087779,99.649963357,94.0,121.0,5.624616544855349,2.08999967575073,5.30999994277954,0.445857126449842,136.56294693035298
2203,2203,3660864.6554,2064680.2492,23291,2306509,99.030054527,98.0,111.0,34.8720074765795,38.310001373291,49.0699996948242,4.090713991088291,144.489771947684
2204,2204,3660873.2599,2064779.9540000001,2510,247108,98.44940239,98.0,111.0,30.1950000016996,1.9500007629394498,29.9599990844727,0.9491439874809571,165.90389818248198
2205,2205,3660881.847,2064879.2155,2498,247854,99.220976781,99.0,111.0,32.243819116946995,3.07999992370605,33.060001373291,1.4568199906217398,164.991966400913
2206,2206,3660890.4199,2064978.5899,2500,259768,103.9072,100.0,111.0,34.132618454626396,2.4199981689453103,34.3499984741211,1.17175660629819,139.412324539147
2207,2207,3660899.0073,2065077.8516,2502,253476,101.30935252,97.0,111.0,35.9031500530243,2.65999984741211,36.6500015258789,1.3535666674375502,157.58346656799299
